
+===============================================================================================+
|   ____    _    _____ _____   ___ _   _    ____    ___     _______         ____    ___   ___   |
|  / ___|  / \  |  ___| ____| |_ _| \ | |  / ___|  / \ \   / / ____| __   _|___ \  / _ \ / _ \  |
|  \___ \ / _ \ | |_  |  _|    | ||  \| | | |     / _ \ \ / /|  _|   \ \ / / __) || | | | | | | |
|   ___) / ___ \|  _| | |___   | || |\  | | |___ / ___ \ V / | |___   \ V / / __/ | |_| | |_| | |
|  |____/_/   \_\_|   |_____| |___|_| \_|  \____/_/   \_\_/  |_____|   \_/ |_____(_)___(_)___/  |
|                                                                                               |
+===============================================================================================+
|                                                                                               |
| Mesh info:                                                                                    |
+---------------+------------+------------------------------------------+-----------------------+
| # of elements | # of nodes | Location                                 |                       |
+---------------+------------+------------------------------------------+-----------------------+
| 32839         | 7474       | ../../../../grids/cavern_regular_1200_3D |                       |
+---------------+------------+------------------------------------------+-----------------------+
|                                                                                               |
| Partition(s) info:                                                                            |
+-------------+---------------+------------+----------------------------------------------------+
| Partition # | # of elements | # of nodes |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|      1      |     32839     |    7474    |                                                    |
+-------------+---------------+------------+----------------------------------------------------+
|                                                                                               |
| Solver info:                                                                                  |
+----------+---------+----------+--------+------------------------------------------------------+
| KSP_type | PC_type |   rtol   | max_it |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|    cg    |   asm   | 1.0e-10  |  100   |                                                      |
+----------+---------+----------+--------+------------------------------------------------------+
|                                                                                               |
| Constitutive model:                                                                           |
+---------------+--------------------------------------------------+----------------------------+
| Element type  | List of elements                                 |                            |
+---------------+--------------------------------------------------+----------------------------+
| elastic       | spring                                           |                            |
| non-elastic   | kelvin, creep_dislocation, creep_pressure, desai |                            |
| thermoelastic |                                                  |                            |
+---------------+--------------------------------------------------+----------------------------+
|                                                                                               |
| Output info:                                                                                  |
+--------------------+------------------+-------------------------+-----------------------------+
| Location           | Field name       | Label name              |                             |
+--------------------+------------------+-------------------------+-----------------------------+
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | u                | Displacement (m)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_tot          | Total strain (-)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | eps_vp           | Viscoplastic strain (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | alpha            | Hardening parameter (-)|
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | Fvp              | Yield function (-)     |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | p_elems          | Mean stress (Pa)       |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | q_elems          | Von Mises stress (Pa)  |
| output/case_leaching_linear_power_generation(180)_365days_SA_SIC_regular1200/operation | sig              | Stress (Pa)            |
+--------------------+------------------+-------------------------+-----------------------------+
|                                                                                               |
+--------------+-----------+--------------------+------------+------------------+---------------+
| Step counter | dt (hour) | t / t_final (hour) | # of iters | Non-linear error |               |
|     2662     |   2.000   | 4862.000 / 9480.0  |     3      |    6.1274e-10    |               |
|     2663     |   2.000   | 4864.000 / 9480.0  |     3      |    6.2538e-10    |               |
|     2664     |   2.000   | 4866.000 / 9480.0  |     3      |    6.1269e-10    |               |
|     2665     |   2.000   | 4868.000 / 9480.0  |     3      |    6.2523e-10    |               |
|     2666     |   2.000   | 4870.000 / 9480.0  |     3      |    6.1263e-10    |               |
|     2667     |   2.000   | 4872.000 / 9480.0  |     3      |    6.2508e-10    |               |
|     2668     |   2.000   | 4874.000 / 9480.0  |     3      |    6.1259e-10    |               |
|     2669     |   2.000   | 4876.000 / 9480.0  |     3      |    6.2493e-10    |               |
|     2670     |   2.000   | 4878.000 / 9480.0  |     3      |    6.1254e-10    |               |
|     2671     |   0.200   | 4878.200 / 9480.0  |     3      |    1.1207e-11    |               |
|     2672     |   0.200   | 4878.400 / 9480.0  |     3      |    5.6818e-10    |               |
|     2673     |   0.200   | 4878.600 / 9480.0  |     3      |    3.6301e-11    |               |
|     2674     |   0.200   | 4878.800 / 9480.0  |     3      |    1.4745e-09    |               |
|     2675     |   0.200   | 4879.000 / 9480.0  |     3      |    9.3588e-11    |               |
|     2676     |   0.200   | 4879.200 / 9480.0  |     3      |    3.2809e-09    |               |
|     2677     |   0.200   | 4879.400 / 9480.0  |     3      |    1.9670e-10    |               |
|     2678     |   0.200   | 4879.600 / 9480.0  |     3      |    6.3406e-09    |               |
|     2679     |   0.200   | 4879.800 / 9480.0  |     3      |    3.4961e-10    |               |
|     2680     |   0.200   | 4880.000 / 9480.0  |     4      |    3.9623e-11    |               |
|     2681     |   2.000   | 4882.000 / 9480.0  |     4      |    3.3504e-11    |               |
|     2682     |   2.000   | 4884.000 / 9480.0  |     4      |    3.6328e-11    |               |
|     2683     |   1.000   | 4885.000 / 9480.0  |     3      |    6.9859e-09    |               |
|     2684     |   1.000   | 4886.000 / 9480.0  |     4      |    3.8404e-12    |               |
|     2685     |   1.000   | 4887.000 / 9480.0  |     3      |    6.7239e-09    |               |
|     2686     |   1.000   | 4888.000 / 9480.0  |     4      |    2.8537e-12    |               |
|     2687     |   1.000   | 4889.000 / 9480.0  |     3      |    6.3883e-09    |               |
|     2688     |   1.000   | 4890.000 / 9480.0  |     4      |    2.1923e-12    |               |
|     2689     |   1.000   | 4891.000 / 9480.0  |     3      |    6.0117e-09    |               |
|     2690     |   1.000   | 4892.000 / 9480.0  |     4      |    1.6916e-12    |               |
|     2691     |   1.000   | 4893.000 / 9480.0  |     3      |    5.6167e-09    |               |
|     2692     |   1.000   | 4894.000 / 9480.0  |     3      |    9.2408e-09    |               |
|     2693     |   1.000   | 4895.000 / 9480.0  |     3      |    5.2194e-09    |               |
|     2694     |   1.000   | 4896.000 / 9480.0  |     3      |    8.0980e-09    |               |
|     2695     |   1.000   | 4897.000 / 9480.0  |     3      |    4.8308e-09    |               |
|     2696     |   1.000   | 4898.000 / 9480.0  |     3      |    7.1213e-09    |               |
|     2697     |   1.000   | 4899.000 / 9480.0  |     3      |    4.4576e-09    |               |
|     2698     |   1.000   | 4900.000 / 9480.0  |     3      |    6.2831e-09    |               |
|     2699     |   1.000   | 4901.000 / 9480.0  |     3      |    4.1044e-09    |               |
|     2700     |   1.000   | 4902.000 / 9480.0  |     3      |    5.5614e-09    |               |
|     2701     |   1.000   | 4903.000 / 9480.0  |     3      |    3.7735e-09    |               |
|     2702     |   1.000   | 4904.000 / 9480.0  |     3      |    4.9377e-09    |               |
|     2703     |   1.000   | 4905.000 / 9480.0  |     3      |    3.4659e-09    |               |
|     2704     |   1.000   | 4906.000 / 9480.0  |     3      |    4.3971e-09    |               |
|     2705     |   1.000   | 4907.000 / 9480.0  |     3      |    3.1816e-09    |               |
|     2706     |   1.000   | 4908.000 / 9480.0  |     3      |    3.9272e-09    |               |
|     2707     |   1.000   | 4909.000 / 9480.0  |     3      |    2.9201e-09    |               |
|     2708     |   1.000   | 4910.000 / 9480.0  |     3      |    3.5173e-09    |               |
|     2709     |   1.000   | 4911.000 / 9480.0  |     3      |    2.6804e-09    |               |
|     2710     |   1.000   | 4912.000 / 9480.0  |     3      |    3.1589e-09    |               |
|     2711     |   1.000   | 4913.000 / 9480.0  |     3      |    2.4612e-09    |               |
|     2712     |   1.000   | 4914.000 / 9480.0  |     3      |    2.8446e-09    |               |
|     2713     |   2.000   | 4916.000 / 9480.0  |     3      |    8.6006e-09    |               |
|     2714     |   2.000   | 4918.000 / 9480.0  |     3      |    9.4388e-09    |               |
|     2715     |   2.000   | 4920.000 / 9480.0  |     3      |    7.2924e-09    |               |
|     2716     |   2.000   | 4922.000 / 9480.0  |     3      |    7.8478e-09    |               |
|     2717     |   2.000   | 4924.000 / 9480.0  |     3      |    6.2106e-09    |               |
|     2718     |   2.000   | 4926.000 / 9480.0  |     3      |    6.5836e-09    |               |
|     2719     |   2.000   | 4928.000 / 9480.0  |     3      |    5.3170e-09    |               |
|     2720     |   2.000   | 4930.000 / 9480.0  |     3      |    5.5710e-09    |               |
|     2721     |   2.000   | 4932.000 / 9480.0  |     3      |    4.5786e-09    |               |
|     2722     |   2.000   | 4934.000 / 9480.0  |     3      |    4.7543e-09    |               |
|     2723     |   2.000   | 4936.000 / 9480.0  |     3      |    3.9675e-09    |               |
|     2724     |   2.000   | 4938.000 / 9480.0  |     3      |    4.0910e-09    |               |
|     2725     |   2.000   | 4940.000 / 9480.0  |     3      |    3.4607e-09    |               |
|     2726     |   2.000   | 4942.000 / 9480.0  |     3      |    3.5491e-09    |               |
|     2727     |   2.000   | 4944.000 / 9480.0  |     3      |    3.0392e-09    |               |
|     2728     |   2.000   | 4946.000 / 9480.0  |     3      |    3.1038e-09    |               |
|     2729     |   2.000   | 4948.000 / 9480.0  |     3      |    2.6876e-09    |               |
|     2730     |   2.000   | 4950.000 / 9480.0  |     3      |    2.7358e-09    |               |
|     2731     |   2.000   | 4952.000 / 9480.0  |     3      |    2.3931e-09    |               |
|     2732     |   2.000   | 4954.000 / 9480.0  |     3      |    2.4300e-09    |               |
|     2733     |   2.000   | 4956.000 / 9480.0  |     3      |    2.1975e-09    |               |
|     2734     |   2.000   | 4958.000 / 9480.0  |     3      |    2.1812e-09    |               |
|     2735     |   2.000   | 4960.000 / 9480.0  |     3      |    1.9941e-09    |               |
|     2736     |   2.000   | 4962.000 / 9480.0  |     3      |    1.9673e-09    |               |
|     2737     |   2.000   | 4964.000 / 9480.0  |     3      |    1.8226e-09    |               |
|     2738     |   2.000   | 4966.000 / 9480.0  |     3      |    1.7879e-09    |               |
|     2739     |   2.000   | 4968.000 / 9480.0  |     3      |    1.6777e-09    |               |
|     2740     |   2.000   | 4970.000 / 9480.0  |     3      |    1.6369e-09    |               |
|     2741     |   2.000   | 4972.000 / 9480.0  |     3      |    1.5547e-09    |               |
|     2742     |   2.000   | 4974.000 / 9480.0  |     3      |    1.5094e-09    |               |
|     2743     |   2.000   | 4976.000 / 9480.0  |     3      |    1.4502e-09    |               |
|     2744     |   2.000   | 4978.000 / 9480.0  |     3      |    1.4013e-09    |               |
|     2745     |   2.000   | 4980.000 / 9480.0  |     3      |    1.2787e-09    |               |
|     2746     |   2.000   | 4982.000 / 9480.0  |     3      |    1.2886e-09    |               |
|     2747     |   2.000   | 4984.000 / 9480.0  |     3      |    1.1975e-09    |               |
|     2748     |   2.000   | 4986.000 / 9480.0  |     3      |    1.2061e-09    |               |
|     2749     |   2.000   | 4988.000 / 9480.0  |     3      |    1.1271e-09    |               |
|     2750     |   2.000   | 4990.000 / 9480.0  |     3      |    1.1348e-09    |               |
|     2751     |   2.000   | 4992.000 / 9480.0  |     3      |    1.0661e-09    |               |
|     2752     |   2.000   | 4994.000 / 9480.0  |     3      |    1.0727e-09    |               |
|     2753     |   2.000   | 4996.000 / 9480.0  |     3      |    1.0129e-09    |               |
|     2754     |   2.000   | 4998.000 / 9480.0  |     3      |    1.0187e-09    |               |
|     2755     |   2.000   | 5000.000 / 9480.0  |     3      |    9.6638e-10    |               |
|     2756     |   2.000   | 5002.000 / 9480.0  |     3      |    9.7142e-10    |               |
|     2757     |   2.000   | 5004.000 / 9480.0  |     3      |    9.2560e-10    |               |
|     2758     |   2.000   | 5006.000 / 9480.0  |     3      |    9.2994e-10    |               |
|     2759     |   2.000   | 5008.000 / 9480.0  |     3      |    8.8973e-10    |               |
|     2760     |   2.000   | 5010.000 / 9480.0  |     3      |    8.9343e-10    |               |
|     2761     |   2.000   | 5012.000 / 9480.0  |     3      |    8.5810e-10    |               |
|     2762     |   2.000   | 5014.000 / 9480.0  |     3      |    8.6121e-10    |               |
|     2763     |   2.000   | 5016.000 / 9480.0  |     3      |    8.3013e-10    |               |
|     2764     |   2.000   | 5018.000 / 9480.0  |     3      |    8.3269e-10    |               |
|     2765     |   2.000   | 5020.000 / 9480.0  |     3      |    8.0533e-10    |               |
|     2766     |   2.000   | 5022.000 / 9480.0  |     3      |    8.0738e-10    |               |
|     2767     |   2.000   | 5024.000 / 9480.0  |     3      |    7.8329e-10    |               |
|     2768     |   2.000   | 5026.000 / 9480.0  |     3      |    7.8487e-10    |               |
|     2769     |   2.000   | 5028.000 / 9480.0  |     3      |    7.6365e-10    |               |
|     2770     |   2.000   | 5030.000 / 9480.0  |     3      |    7.6482e-10    |               |
|     2771     |   2.000   | 5032.000 / 9480.0  |     3      |    7.4612e-10    |               |
|     2772     |   2.000   | 5034.000 / 9480.0  |     3      |    7.4690e-10    |               |
|     2773     |   2.000   | 5036.000 / 9480.0  |     3      |    7.3043e-10    |               |
|     2774     |   2.000   | 5038.000 / 9480.0  |     3      |    7.3086e-10    |               |
|     2775     |   2.000   | 5040.000 / 9480.0  |     3      |    7.1638e-10    |               |
|     2776     |   2.000   | 5042.000 / 9480.0  |     3      |    7.1648e-10    |               |
|     2777     |   2.000   | 5044.000 / 9480.0  |     3      |    7.0374e-10    |               |
|     2778     |   2.000   | 5046.000 / 9480.0  |     3      |    7.0357e-10    |               |
|     2779     |   2.000   | 5048.000 / 9480.0  |     3      |    6.9236e-10    |               |
|     2780     |   2.000   | 5050.000 / 9480.0  |     3      |    6.9196e-10    |               |
|     2781     |   2.000   | 5052.000 / 9480.0  |     3      |    6.8212e-10    |               |
|     2782     |   2.000   | 5054.000 / 9480.0  |     3      |    6.8149e-10    |               |
|     2783     |   2.000   | 5056.000 / 9480.0  |     3      |    6.7289e-10    |               |
|     2784     |   2.000   | 5058.000 / 9480.0  |     3      |    6.7203e-10    |               |
|     2785     |   2.000   | 5060.000 / 9480.0  |     3      |    6.6456e-10    |               |
|     2786     |   2.000   | 5062.000 / 9480.0  |     3      |    6.6348e-10    |               |
|     2787     |   2.000   | 5064.000 / 9480.0  |     3      |    6.5703e-10    |               |
|     2788     |   2.000   | 5066.000 / 9480.0  |     3      |    6.5574e-10    |               |
|     2789     |   2.000   | 5068.000 / 9480.0  |     3      |    6.5021e-10    |               |
|     2790     |   2.000   | 5070.000 / 9480.0  |     3      |    6.4872e-10    |               |
|     2791     |   2.000   | 5072.000 / 9480.0  |     3      |    6.4402e-10    |               |
|     2792     |   2.000   | 5074.000 / 9480.0  |     3      |    6.4235e-10    |               |
|     2793     |   2.000   | 5076.000 / 9480.0  |     3      |    6.3841e-10    |               |
|     2794     |   2.000   | 5078.000 / 9480.0  |     3      |    6.3658e-10    |               |
|     2795     |   2.000   | 5080.000 / 9480.0  |     3      |    6.3331e-10    |               |
|     2796     |   2.000   | 5082.000 / 9480.0  |     3      |    6.3132e-10    |               |
|     2797     |   2.000   | 5084.000 / 9480.0  |     3      |    6.2868e-10    |               |
|     2798     |   2.000   | 5086.000 / 9480.0  |     3      |    6.2655e-10    |               |
|     2799     |   2.000   | 5088.000 / 9480.0  |     3      |    6.2447e-10    |               |
|     2800     |   2.000   | 5090.000 / 9480.0  |     3      |    6.2219e-10    |               |
|     2801     |   2.000   | 5092.000 / 9480.0  |     3      |    6.2064e-10    |               |
|     2802     |   2.000   | 5094.000 / 9480.0  |     3      |    6.1823e-10    |               |
|     2803     |   2.000   | 5096.000 / 9480.0  |     3      |    6.1716e-10    |               |
|     2804     |   2.000   | 5098.000 / 9480.0  |     3      |    6.1461e-10    |               |
|     2805     |   2.000   | 5100.000 / 9480.0  |     3      |    6.1397e-10    |               |
|     2806     |   2.000   | 5102.000 / 9480.0  |     3      |    6.1130e-10    |               |
|     2807     |   2.000   | 5104.000 / 9480.0  |     3      |    6.1107e-10    |               |
|     2808     |   2.000   | 5106.000 / 9480.0  |     3      |    6.0828e-10    |               |
|     2809     |   2.000   | 5108.000 / 9480.0  |     3      |    6.0842e-10    |               |
|     2810     |   2.000   | 5110.000 / 9480.0  |     3      |    6.0551e-10    |               |
|     2811     |   2.000   | 5112.000 / 9480.0  |     3      |    6.0600e-10    |               |
|     2812     |   2.000   | 5114.000 / 9480.0  |     3      |    6.0299e-10    |               |
|     2813     |   2.000   | 5116.000 / 9480.0  |     3      |    6.0379e-10    |               |
|     2814     |   2.000   | 5118.000 / 9480.0  |     3      |    6.0069e-10    |               |
|     2815     |   2.000   | 5120.000 / 9480.0  |     3      |    6.0176e-10    |               |
|     2816     |   2.000   | 5122.000 / 9480.0  |     3      |    5.9857e-10    |               |
|     2817     |   2.000   | 5124.000 / 9480.0  |     3      |    5.9992e-10    |               |
|     2818     |   2.000   | 5126.000 / 9480.0  |     3      |    5.9665e-10    |               |
|     2819     |   2.000   | 5128.000 / 9480.0  |     3      |    5.9823e-10    |               |
|     2820     |   2.000   | 5130.000 / 9480.0  |     3      |    5.9489e-10    |               |
|     2821     |   2.000   | 5132.000 / 9480.0  |     3      |    5.9669e-10    |               |
|     2822     |   2.000   | 5134.000 / 9480.0  |     3      |    5.7555e-10    |               |
|     2823     |   2.000   | 5136.000 / 9480.0  |     3      |    5.6416e-10    |               |
|     2824     |   2.000   | 5138.000 / 9480.0  |     3      |    5.5301e-10    |               |
|     2825     |   2.000   | 5140.000 / 9480.0  |     3      |    5.6412e-10    |               |
|     2826     |   2.000   | 5142.000 / 9480.0  |     3      |    5.5302e-10    |               |
|     2827     |   2.000   | 5144.000 / 9480.0  |     3      |    5.6409e-10    |               |
|     2828     |   2.000   | 5146.000 / 9480.0  |     3      |    5.5304e-10    |               |
|     2829     |   2.000   | 5148.000 / 9480.0  |     3      |    5.6406e-10    |               |
|     2830     |   2.000   | 5150.000 / 9480.0  |     3      |    5.5305e-10    |               |
|     2831     |   2.000   | 5152.000 / 9480.0  |     3      |    5.6402e-10    |               |
|     2832     |   2.000   | 5154.000 / 9480.0  |     3      |    5.5307e-10    |               |
|     2833     |   2.000   | 5156.000 / 9480.0  |     3      |    5.6399e-10    |               |
|     2834     |   2.000   | 5158.000 / 9480.0  |     3      |    5.5309e-10    |               |
|     2835     |   2.000   | 5160.000 / 9480.0  |     3      |    5.6395e-10    |               |
|     2836     |   2.000   | 5162.000 / 9480.0  |     3      |    5.5310e-10    |               |
|     2837     |   2.000   | 5164.000 / 9480.0  |     3      |    5.6391e-10    |               |
|     2838     |   2.000   | 5166.000 / 9480.0  |     3      |    5.5312e-10    |               |
|     2839     |   2.000   | 5168.000 / 9480.0  |     3      |    5.6388e-10    |               |
|     2840     |   2.000   | 5170.000 / 9480.0  |     3      |    5.5314e-10    |               |
|     2841     |   2.000   | 5172.000 / 9480.0  |     3      |    5.6385e-10    |               |
|     2842     |   2.000   | 5174.000 / 9480.0  |     3      |    5.5316e-10    |               |
|     2843     |   2.000   | 5176.000 / 9480.0  |     3      |    5.6382e-10    |               |
|     2844     |   2.000   | 5178.000 / 9480.0  |     3      |    5.5317e-10    |               |
|     2845     |   2.000   | 5180.000 / 9480.0  |     3      |    5.6377e-10    |               |
|     2846     |   2.000   | 5182.000 / 9480.0  |     3      |    5.5320e-10    |               |
|     2847     |   2.000   | 5184.000 / 9480.0  |     3      |    5.6374e-10    |               |
|     2848     |   2.000   | 5186.000 / 9480.0  |     3      |    5.5322e-10    |               |
|     2849     |   2.000   | 5188.000 / 9480.0  |     3      |    5.6372e-10    |               |
|     2850     |   2.000   | 5190.000 / 9480.0  |     3      |    5.5324e-10    |               |
|     2851     |   2.000   | 5192.000 / 9480.0  |     3      |    5.6368e-10    |               |
|     2852     |   2.000   | 5194.000 / 9480.0  |     3      |    5.5325e-10    |               |
|     2853     |   2.000   | 5196.000 / 9480.0  |     3      |    5.6365e-10    |               |
|     2854     |   2.000   | 5198.000 / 9480.0  |     3      |    5.5327e-10    |               |
|     2855     |   2.000   | 5200.000 / 9480.0  |     3      |    5.6362e-10    |               |
|     2856     |   2.000   | 5202.000 / 9480.0  |     3      |    5.5330e-10    |               |
|     2857     |   2.000   | 5204.000 / 9480.0  |     3      |    5.6359e-10    |               |
|     2858     |   2.000   | 5206.000 / 9480.0  |     3      |    5.5332e-10    |               |
|     2859     |   2.000   | 5208.000 / 9480.0  |     3      |    5.6356e-10    |               |
|     2860     |   2.000   | 5210.000 / 9480.0  |     3      |    5.5333e-10    |               |
|     2861     |   2.000   | 5212.000 / 9480.0  |     3      |    5.6353e-10    |               |
|     2862     |   2.000   | 5214.000 / 9480.0  |     3      |    5.5336e-10    |               |
|     2863     |   2.000   | 5216.000 / 9480.0  |     3      |    5.6350e-10    |               |
|     2864     |   2.000   | 5218.000 / 9480.0  |     3      |    5.5338e-10    |               |
|     2865     |   2.000   | 5220.000 / 9480.0  |     3      |    5.6348e-10    |               |
|     2866     |   2.000   | 5222.000 / 9480.0  |     3      |    5.5340e-10    |               |
|     2867     |   2.000   | 5224.000 / 9480.0  |     3      |    5.6346e-10    |               |
|     2868     |   2.000   | 5226.000 / 9480.0  |     3      |    5.5342e-10    |               |
|     2869     |   2.000   | 5228.000 / 9480.0  |     3      |    5.6343e-10    |               |
|     2870     |   2.000   | 5230.000 / 9480.0  |     3      |    5.5345e-10    |               |
|     2871     |   2.000   | 5232.000 / 9480.0  |     3      |    5.6340e-10    |               |
|     2872     |   2.000   | 5234.000 / 9480.0  |     3      |    5.5347e-10    |               |
|     2873     |   2.000   | 5236.000 / 9480.0  |     3      |    5.6337e-10    |               |
|     2874     |   2.000   | 5238.000 / 9480.0  |     3      |    5.5349e-10    |               |
|     2875     |   2.000   | 5240.000 / 9480.0  |     3      |    5.6335e-10    |               |
|     2876     |   2.000   | 5242.000 / 9480.0  |     3      |    5.5351e-10    |               |
|     2877     |   2.000   | 5244.000 / 9480.0  |     3      |    5.6332e-10    |               |
|     2878     |   2.000   | 5246.000 / 9480.0  |     3      |    5.5353e-10    |               |
|     2879     |   2.000   | 5248.000 / 9480.0  |     3      |    5.6331e-10    |               |
|     2880     |   2.000   | 5250.000 / 9480.0  |     3      |    5.5356e-10    |               |
|     2881     |   2.000   | 5252.000 / 9480.0  |     3      |    5.6329e-10    |               |
|     2882     |   2.000   | 5254.000 / 9480.0  |     3      |    5.5358e-10    |               |
|     2883     |   2.000   | 5256.000 / 9480.0  |     3      |    5.6326e-10    |               |
|     2884     |   2.000   | 5258.000 / 9480.0  |     3      |    5.5361e-10    |               |
|     2885     |   2.000   | 5260.000 / 9480.0  |     3      |    5.6326e-10    |               |
|     2886     |   2.000   | 5262.000 / 9480.0  |     3      |    5.5363e-10    |               |
|     2887     |   2.000   | 5264.000 / 9480.0  |     3      |    5.6324e-10    |               |
|     2888     |   2.000   | 5266.000 / 9480.0  |     3      |    5.5366e-10    |               |
|     2889     |   2.000   | 5268.000 / 9480.0  |     3      |    5.6323e-10    |               |
|     2890     |   2.000   | 5270.000 / 9480.0  |     3      |    5.5368e-10    |               |
|     2891     |   2.000   | 5272.000 / 9480.0  |     3      |    5.6321e-10    |               |
|     2892     |   2.000   | 5274.000 / 9480.0  |     3      |    5.5370e-10    |               |
|     2893     |   2.000   | 5276.000 / 9480.0  |     3      |    5.6320e-10    |               |
|     2894     |   2.000   | 5278.000 / 9480.0  |     3      |    5.5373e-10    |               |
|     2895     |   2.000   | 5280.000 / 9480.0  |     3      |    5.6317e-10    |               |
|     2896     |   2.000   | 5282.000 / 9480.0  |     3      |    5.5376e-10    |               |
|     2897     |   2.000   | 5284.000 / 9480.0  |     3      |    5.6316e-10    |               |
|     2898     |   2.000   | 5286.000 / 9480.0  |     3      |    5.5378e-10    |               |
|     2899     |   2.000   | 5288.000 / 9480.0  |     3      |    5.6315e-10    |               |
|     2900     |   2.000   | 5290.000 / 9480.0  |     3      |    5.5380e-10    |               |
|     2901     |   2.000   | 5292.000 / 9480.0  |     3      |    5.6313e-10    |               |
|     2902     |   2.000   | 5294.000 / 9480.0  |     3      |    5.5383e-10    |               |
|     2903     |   2.000   | 5296.000 / 9480.0  |     3      |    5.6312e-10    |               |
|     2904     |   2.000   | 5298.000 / 9480.0  |     3      |    5.5385e-10    |               |
|     2905     |   2.000   | 5300.000 / 9480.0  |     3      |    5.6311e-10    |               |
|     2906     |   2.000   | 5302.000 / 9480.0  |     3      |    5.5388e-10    |               |
|     2907     |   2.000   | 5304.000 / 9480.0  |     3      |    5.6309e-10    |               |
|     2908     |   2.000   | 5306.000 / 9480.0  |     3      |    5.5390e-10    |               |
|     2909     |   2.000   | 5308.000 / 9480.0  |     3      |    5.6308e-10    |               |
|     2910     |   2.000   | 5310.000 / 9480.0  |     3      |    5.5392e-10    |               |
|     2911     |   0.200   | 5310.200 / 9480.0  |     3      |    1.0613e-11    |               |
|     2912     |   0.200   | 5310.400 / 9480.0  |     3      |    6.1086e-10    |               |
|     2913     |   0.200   | 5310.600 / 9480.0  |     3      |    3.6168e-11    |               |
|     2914     |   0.200   | 5310.800 / 9480.0  |     3      |    1.6325e-09    |               |
|     2915     |   0.200   | 5311.000 / 9480.0  |     3      |    9.5304e-11    |               |
|     2916     |   0.200   | 5311.200 / 9480.0  |     3      |    3.6899e-09    |               |
|     2917     |   0.200   | 5311.400 / 9480.0  |     3      |    2.0205e-10    |               |
|     2918     |   0.200   | 5311.600 / 9480.0  |     3      |    7.1968e-09    |               |
|     2919     |   0.200   | 5311.800 / 9480.0  |     3      |    3.5834e-10    |               |
|     2920     |   0.200   | 5312.000 / 9480.0  |     4      |    1.4585e-10    |               |
|     2921     |   2.000   | 5314.000 / 9480.0  |     4      |    1.0010e-10    |               |
|     2922     |   1.000   | 5315.000 / 9480.0  |     4      |    1.2803e-11    |               |
|     2923     |   1.000   | 5316.000 / 9480.0  |     4      |    6.8622e-12    |               |
|     2924     |   1.000   | 5317.000 / 9480.0  |     4      |    4.2274e-12    |               |
|     2925     |   1.000   | 5318.000 / 9480.0  |     4      |    3.9294e-12    |               |
|     2926     |   1.000   | 5319.000 / 9480.0  |     4      |    2.9841e-12    |               |
|     2927     |   1.000   | 5320.000 / 9480.0  |     3      |    9.2368e-09    |               |
|     2928     |   1.000   | 5321.000 / 9480.0  |     4      |    2.3200e-12    |               |
|     2929     |   1.000   | 5322.000 / 9480.0  |     3      |    8.2871e-09    |               |
|     2930     |   1.000   | 5323.000 / 9480.0  |     3      |    9.2334e-09    |               |
|     2931     |   1.000   | 5324.000 / 9480.0  |     3      |    7.4472e-09    |               |
|     2932     |   1.000   | 5325.000 / 9480.0  |     3      |    8.1131e-09    |               |
|     2933     |   1.000   | 5326.000 / 9480.0  |     3      |    6.7005e-09    |               |
|     2934     |   1.000   | 5327.000 / 9480.0  |     3      |    7.1611e-09    |               |
|     2935     |   1.000   | 5328.000 / 9480.0  |     3      |    6.0358e-09    |               |
|     2936     |   1.000   | 5329.000 / 9480.0  |     3      |    6.3471e-09    |               |
|     2937     |   1.000   | 5330.000 / 9480.0  |     3      |    5.4429e-09    |               |
|     2938     |   1.000   | 5331.000 / 9480.0  |     3      |    5.6471e-09    |               |
|     2939     |   1.000   | 5332.000 / 9480.0  |     3      |    4.9133e-09    |               |
|     2940     |   1.000   | 5333.000 / 9480.0  |     3      |    5.0418e-09    |               |
|     2941     |   1.000   | 5334.000 / 9480.0  |     3      |    4.4403e-09    |               |
|     2942     |   1.000   | 5335.000 / 9480.0  |     3      |    4.5160e-09    |               |
|     2943     |   1.000   | 5336.000 / 9480.0  |     3      |    4.0175e-09    |               |
|     2944     |   1.000   | 5337.000 / 9480.0  |     3      |    4.0571e-09    |               |
|     2945     |   1.000   | 5338.000 / 9480.0  |     3      |    3.6396e-09    |               |
|     2946     |   1.000   | 5339.000 / 9480.0  |     3      |    3.6551e-09    |               |
|     2947     |   1.000   | 5340.000 / 9480.0  |     3      |    3.3016e-09    |               |
|     2948     |   1.000   | 5341.000 / 9480.0  |     3      |    3.3015e-09    |               |
|     2949     |   1.000   | 5342.000 / 9480.0  |     3      |    2.9993e-09    |               |
|     2950     |   1.000   | 5343.000 / 9480.0  |     3      |    2.9896e-09    |               |
